file,settimana,modifiche,data_rota,staff,tipo_turno,ore_lavoro,ora_entrata,ora_uscita,linea_completa,periodo,data_parsed,giorno_settimana,is_weekend,festivo,is_festivo
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,RIPO,,01:00,09:00,PAG RIPO 1:00 9:00 MOR RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 VIS RIPO 1:00 9:00 MOR RDOM 1:00 9:00 PAC RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,RIPO,,01:00,09:00,PAG RDOM 1:00 9:00 PAC RIPO 1:00 9:00 TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 14_31.03-06.04.25 -PISA.pdf,14.0,,lunedì 31 marzo 2025,VIS,NORMALE,6,13:30,19:30,"CIR 13.30-19.30 6,0 13:30 19:30 PAC 13.00-19.00 6,0 13:00 19:00 MOR 12.30-18.30 6,0 12:30 18:30 VIS 13.00-20.00 7,0 13:00 20:00 TAM 12.30-18.30 6,0 12:30 18:30 TAM 11.30-18.30 7,0 11:30 18:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 14_31.03-06.04.25 -PISA.pdf,14.0,,lunedì 31 marzo 2025,VIS,NORMALE,6,09:00,15:00,"VIS 09.00-15.00 6,0 9:00 15:00 CIR 08.00-14.00 6,0 8:00 14:00 PAC 07.00-13.00 6,0 7:00 13:00 PAG 07.00-15.00 8,0 7:00 15:00 PAG 07.00-15.00 8,0 7:00 15:00 CIR 08.00-14.00 6,0 8:00 14:00 VIS 09.00-15.00 6,0 9:00 15:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 14_31.03-06.04.25 -PISA.pdf,14.0,,lunedì 31 marzo 2025,VIS,NORMALE,6,15:00,21:00,"PAC 15.00-21.00 6,0 15:00 21:00 VIS 14.00-20.00 6,0 14:00 20:00 CIR 13.00-20.00 7,0 13:00 20:00 MOR 15.00-21.00 6,0 15:00 21:00 PAC 15.00-21.00 6,0 15:00 21:00 VIS 14.00-21.00 7,0 14:00 21:00 CIR 15.00-22.00 7,0 15:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 14_31.03-06.04.25 -PISA.pdf,14.0,,lunedì 31 marzo 2025,VIS,RIPO,,01:00,09:00,PAG RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 15 MOD1_07.04-13.04.25 -PISA.pdf,15.0,mod1,lunedì 7 aprile 2025,VIS,RIPO,,01:00,09:00,PAG RIPO 1:00 9:00 MOR RIPO 1:00 9:00 TAM RDOM 1:00 9:00 PAG RDOM 1:00 9:00 VIS RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 15 MOD1_07.04-13.04.25 -PISA.pdf,15.0,mod1,lunedì 7 aprile 2025,VIS,FERIOR,,08:00,16:00,VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,NORMALE,8,04:30,08:00,"VIS 4,30-8,00 8,0 4:30 12:30 CIR 04,30-11,30 7,0 4:30 10:30 TAM 06,00-12,00 6,0 6:00 12:00 PAC 04,30-11,30 7,0 4:30 10:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,NORMALE,6,13:00,19:00,"VIS 13,00-19,00 6,0 13:00 19:00 MOR 12,00-18,00 6,0 12:00 18:00 TAM 11,30-17,30 6,0 11:30 17:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,NORMALE,6,08:00,14:00,"CIR 08,00-14,00 6,0 8:00 14:00 CIR 8,00-14,00 6,0 8:00 14:00 VIS 08,00-12,30 PAC 09,00-15,00 6,0 9:00 15:00 MOR 08,00-14,00 6,0 8:00 14:00 PAC 08,00-16,00 8,0 8:00 14:00 VIS 09,00-15,00 6,0 9:00 15:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,NORMALE,6,14:00,20:00,"TAM 14,00-20,00 6,0 14:00 20:00 PAC 14,00-20,00 6,0 14:00 20:00 PAC 12,30-20,30 8,0 12:30 20:30 VIS 15,00-21,00 6,0 15:00 21:00 CIR 14,00-20,00 6,0 14:00 20:00 VIS 16,00-22,00 6,0 16:00 22:00 MOR 15,00-21,00 6,0 15:00 21:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 MOR RIPO 1:00 9:00 TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00 PAG RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 16_14.04-20.04.25 -PISA.pdf,16.0,,lunedì 14 aprile 2025,VIS,RIPO,,01:00,09:00,OFF PAC RIPO 1:00 9:00 VIS RDOM 1:00 9:00 MOR RDOM 1:00 9:00 PAC RDOM 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,NORMALE,"7,5",04:30,12:00,"PAG 04,30-12,00 7,5 4:30 12:00 MOR 4,30-8,00 8,0 4:30 12:30 VIS 04,30-11,30 7,0 4:30 11:30 PAG 07,00-13,00 6,0 7:00 13:00 PAC 04,30-12,00 7,5 4:30 11:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,NORMALE,8,09:00,17:00,"115 9:00 17:00 TAM 09,00-17,00 8,0 9:00 17:00 VIS 09,00-17,00 8,0 9:00 16:00 MOR 09,00-17,00 8,0 9:00 15:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,NORMALE,6,12:00,18:00,"TAM 12,00-18,00 6,0 12:00 18:00 TAM 13,00-19,00 6,0 12:00 18:00 VIS 12,00-18,00 6,0 12:00 18:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,NORMALE,6,15:00,21:00,"VIS 15,00-21,00 6,0 15:00 21:00 PAG 14,00-21,00 7,0 14:00 19:30 PAC 12,30-20,00 7,5 12:30 20:00 MOR 15,00-21,00 6,0 15:00 21:00 TAM 14,00-20,00 6,0 14:00 20:00 VIS 15,00-21,00 6,0 15:00 21:00 MOR 14,00-20,00 6,0 14:00 20:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,NORMALE,,,,"STRAORDINARIO PAG 1,5H VIS 1H MOR 2H PAC 1 H",Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,RIPO,,01:00,09:00,OFF VIS RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAC RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 17_210425-270425 -PISA.pdf,17.0,,lunedì 21 aprile 2025,VIS,RDOM,,01:00,09:00,VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 18_28.04-04.05.25 -PISA.pdf,18.0,,lunedì 28 aprile 2025,VIS,NORMALE,6,07:30,13:30,"VIS 07,30-13,30 6,0 7:30 13:30 MOR 07,00-13,00 6,0 7:00 13:00 CIR 04,30-12,30 8,0 4:30 12:30 PAG 04,30-12,30 8,0 4:30 12:30 VIS 07,00-13,00 6,0 7:00 13:00 TAM 04,30-12,30 8,0 4:30 12:30 CIR 04,30-11,30 7,0 4:30 10:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 18_28.04-04.05.25 -PISA.pdf,18.0,,lunedì 28 aprile 2025,VIS,NORMALE,8,12:00,20:00,"PAG 12,00-20,00 8,0 12:00 20:00 TAM 13,00-19,00 6,0 13:00 19:00 MOR 12,30-20,30 8,0 12:30 20:30 PAC 12,30-20,30 8,0 12:30 20:30 CIR 13,00-19,00 6,0 13:00 19:00 MOR 12,30-18,30 6,0 12:30 18:30 VIS 11,30-18,30 7,0 11:30 18:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 18_28.04-04.05.25 -PISA.pdf,18.0,,lunedì 28 aprile 2025,VIS,NORMALE,6,15:30,21:30,"TAM 15,30-21,30 6,0 15:30 21:30 VIS 14,30-20,30 6,0 14:30 20:30 TAM 15,00-21,00 6,0 15:00 21:00 CIR 14,00-22,00 8,0 14:00 20:00 MOR 15,30-21,30 6,0 15:30 21:30 VIS 13,00-20,00 7,0 13:00 20:00 PAC 13,00-21,00 8,0 13:00 21:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 18_28.04-04.05.25 -PISA.pdf,18.0,,lunedì 28 aprile 2025,VIS,RIPO,,01:00,09:00,CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 VIS RIPO 1:00 9:00 TAM RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAC RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 18_28.04-04.05.25 -PISA.pdf,18.0,,lunedì 28 aprile 2025,VIS,RIPO,,01:00,09:00,OFF MOR RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAC RIPO 1:00 9:00 VIS RDOM 1:00 9:00 TAM RDOM 1:00 9:00 PAG RIPO 1:00 9:00 MOR RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 19 mod2_05.05-11.05.25 -PISA.pdf,19.0,mod2,lunedì 5 maggio 2025,VIS,NORMALE,6,13:30,19:30,"PAC 13,30-19,30 6,0 13:30 19:30 VIS 12,30-19,30 7,0 12:30 19:30 TAM 12,30-18,30 6,0 12:30 18:30 PAC 13,00-19,00 6,0 13:00 19:00 VIS 12,30-19,30 7,0 12:30 19:30 MOR 11,30-19,30 8,0 11:30 19:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 19 mod2_05.05-11.05.25 -PISA.pdf,19.0,mod2,lunedì 5 maggio 2025,VIS,NORMALE,6,15:30,21:30,"121 VIS 15,30-21,30 6,0 15:30 21:30 PAC 15,00-21,00 6,0 15:00 21:00 VIS 15,00-21,00 6,0 15:00 21:00 CIR 14,00-22,00 8,0 14:00 22:00 VIS 15,30-21,30 6,0 15:30 21:30 TAM 14,00-21,00 7,0 14:00 21:00 TAM 15,00-22,00 7,0 15:00 22:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 19 mod2_05.05-11.05.25 -PISA.pdf,19.0,mod2,lunedì 5 maggio 2025,VIS,RIPO,,01:00,09:00,MOR RIPO 1:00 9:00 MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00 PAC RDOM 1:00 9:00 TAM RDOM 1:00 9:00 PAG RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 19 mod2_05.05-11.05.25 -PISA.pdf,19.0,mod2,lunedì 5 maggio 2025,VIS,RIPO,,01:00,09:00,OFF TAM RIPO 1:00 9:00 CIR RIPO 1:00 9:00 PAC RIPO 1:00 9:00 VIS RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 20_12.05-18.05.25 -PISA.pdf,20.0,,lunedì 12 maggio 2025,VIS,NORMALE,8,09:00,17:00,"115 PAG 09,00-17,00 8,0 9:00 17:00 TAM 09,00-17,00 8,0 9:00 17:00 VIS 08,00-16,00 8,0 8:00 16:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 20_12.05-18.05.25 -PISA.pdf,20.0,,lunedì 12 maggio 2025,VIS,NORMALE,6,13:00,19:00,"VIS 13,00-19,00 6,0 13:00 19:00 VIS 13,00-19,00 6,0 13:00 19:00 TAM 12,00-18,00 6,0 12:00 18:00 MOR 11,30-19,30 8,0 11:30 19:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 20_12.05-18.05.25 -PISA.pdf,20.0,,lunedì 12 maggio 2025,VIS,NORMALE,6,08:00,14:00,"MOR 08,00-14,00 6,0 8:00 14:00 CIR 08,00-14,00 6,0 8:00 14:00 PAG 07,00-15,00 8,0 7:00 13:00 TAM 09,00-15,00 6,0 9:00 15:00 PAG 08,00-14,00 6,0 8:00 14:00 CIR 07,00-14,00 7,0 7:00 14:00 VIS 08,00-14,00 6,0 8:00 14:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 20_12.05-18.05.25 -PISA.pdf,20.0,,lunedì 12 maggio 2025,VIS,NORMALE,6,14:00,20:00,"121 CIR 14,00-20,00 6,0 14:00 20:00 MOR 14,00-20,00 6,0 14:00 20:00 VIS 14,00-20,00 6,0 14:00 20:00 PAG 13,00-21,00 8,0 15:00 21:00 CIR 14,00-20,00 6,0 14:00 20:00 MOR 14,00-20,00 6,0 14:00 20:00 TAM 14,00-20,00 6,0 14:00 20:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 20_12.05-18.05.25 -PISA.pdf,20.0,,lunedì 12 maggio 2025,VIS,RIPO,,01:00,09:00,OFF VIS RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 TAM RDOM 1:00 9:00 VIS RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 21_19.05-25.05.25 -PISA.pdf,21.0,,lunedì 19 maggio 2025,VIS,NORMALE,7,07:00,14:00,"MOR 07,00-14,00 7,0 7:00 14:00 VIS 07,00-13,00 6,0 7:00 13:00 CIR 04,30-12,30 8,0 4:30 12:30 PAG 04,30-12,30 8,0 4:30 12:30 PAG 07,00-13,00 6,0 7:00 13:00 TAM 04,30-12,30 8,0 4:30 12:30 TAM 04,30-12,30 8,0 4:30 12:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 21_19.05-25.05.25 -PISA.pdf,21.0,,lunedì 19 maggio 2025,VIS,NORMALE,6,14:00,20:00,"VIS 14,00-20,00 6,0 14:00 20:00 MOR 13,00-19,00 6,0 13:00 19:00 VIS 12,30-19,30 7,0 12:30 19:30 PAC 12,30-18,30 6,0 12:30 18:30 VIS 13,00-19,00 6,0 13:00 19:00 CIR 12,30-20,30 8,0 12:30 20:30 PAC 12,30-19,30 7,0 12:30 19:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 21_19.05-25.05.25 -PISA.pdf,21.0,,lunedì 19 maggio 2025,VIS,NORMALE,8,14:00,22:00,"121 TAM 14,00-22,00 8,0 14:00 22:00 TAM 14,00-22,00 8,0 14:00 22:00 PAC 15,00-21,00 6,0 15:00 21:00 VIS 15,00-22,00 7,0 15:00 22:00 CIR 14,00-22,00 8,0 14:00 22:00 MOR 15,00-21,00 6,0 15:00 21:00 PAG 15,00-21,00 6,0 15:00 21:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 21_19.05-25.05.25 -PISA.pdf,21.0,,lunedì 19 maggio 2025,VIS,RIPO,,01:00,09:00,PAC RIPO 1:00 9:00 PAC RDOM 1:00 9:00 PAG RIPO 1:00 8:00 TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 22_26.05-01.06.25 -PISA.pdf,22.0,,lunedì 26 maggio 2025,VIS,NORMALE,6,07:00,13:00,"VIS 07,00-13,00 6,0 7:00 13:00 TAM 07,00-13,00 6,0 7:00 13:00 MOR 04,30-11,30 7,0 4:30 11:30 MOR 04,30-11,30 7,0 4:30 11:30 VIS 07,00-13,00 6,0 7:00 13:00 CIR 04,30-11,30 7,0 4:30 11:30 PAC 04,30-12,30 8,0 4:30 10:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 22_26.05-01.06.25 -PISA.pdf,22.0,,lunedì 26 maggio 2025,VIS,NORMALE,6,13:00,19:00,"TAM 13,00-19,00 6,0 13:00 19:00 VIS 13,00-19,00 6,0 13:00 19:00 CIR 11,30-18,30 7,0 11:30 18:30 PAC 11,30-18,30 7,0 11:30 18:30 TAM 13,00-19,00 6,0 13:00 19:00 TAM 11,30-18,30 7,0 11:30 18:30 VIS 12,30-19,30 7,0 12:30 19:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 22_26.05-01.06.25 -PISA.pdf,22.0,,lunedì 26 maggio 2025,VIS,NORMALE,7,14:00,21:00,"121 MOR 14,00-21,00 7,0 14:00 21:00 CIR 14,00-20,00 6,0 14:00 20:00 PAG 14,00-20,00 6,0 14:00 20:00 PAG 14,00-21,00 7,0 14:00 21:00 PAC 14,00-21,00 7,0 14:00 21:00 VIS 14,00-21,00 7,0 14:00 21:00 CIR 15,00-21,00 6,0 15:00 21:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 22_26.05-01.06.25 -PISA.pdf,22.0,,lunedì 26 maggio 2025,VIS,RIPO,,01:00,09:00,CIR RIPO 1:00 9:00 MOR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 MOR RDOM 1:00 9:00 PAG RIPO 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,NORMALE,8,09:00,17:00,"115 TAM 09,00-17,00 8,0 9:00 17:00 CIR 09,00-17,00 8,0 9:00 17:00 VIS 09,00-17,00 8,0 9:00 17:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,NORMALE,6,14:00,20:00,"TAM 14,00-20,00 6,0 14:00 20:00 CIR 12,30-18,30 6,0 12:30 18:30 VIS 12,00-18,00 6,0 12:00 18:00 PAC 12,00-18,00 6,0 12:00 18:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,NORMALE,6,08:00,14:00,"CIR 08,00-14,00 6,0 8:00 14:00 CIR 08,00-14,00 6,0 8:00 14:00 TAM 08,00-14,00 6,0 8:00 14:00 PAG 07,30-13,30 6,0 7:30 13:30 TAM 07,00-13,00 6,0 7:00 13:00 PAC 08,00-14,00 6,0 8:00 14:00 VIS 08,00-14,00 6,0 8:00 14:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,NORMALE,6,14:00,20:00,"121 VIS 14,00-20,00 6,0 14:00 20:00 PAG 14,00-20,00 6,0 14:00 20:00 PAG 13,00-20,00 7,0 14:00 20:00 VIS 13,30-21,00 7,5 15:00 21:00 PAC 13,00-20,00 7,0 13:00 20:00 TAM 14,00-20,00 6,0 14:00 20:00 CIR 14,00-20,00 6,0 14:00 20:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,NORMALE,,,,"VIS 1,5 H",Periodo 2 (Mag-Ago),,,False,,False
ROTA 23 mod1_02.06-08.06.25 -PISA.pdf,23.0,mod1,lunedì 2 giugno 2025,VIS,RIPO,,01:00,09:00,OFF VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 CIR RIPO 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,NORMALE,8,04:30,12:30,"PAG 04,30-12,30 8,0 4:30 10:30 VIS 07,00-13,00 6,0 7:00 13:00 TAM 05,00-11,00 6,0 5:00 11:00 CIR 04,30-11,30 7,0 4:30 10:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,NORMALE,8,09:00,17:00,"115 VIS 09,00-17,00 8,0 9:00 17:00 PAC 09,00-17,00 8,0 9:00 17:00 TAM 9,00-17,00 8,0 9:00 17:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,NORMALE,6,12:30,18:30,"VIS 12,30-18,30 6,0 12:30 18:30 PAC 13,00-19,00 6,0 13:00 19:00 PAC 11,00-17,00 6,0 11:00 17:00 TAM 11,30-17,30 6,0 11:30 17:30",Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,NORMALE,6,08:00,14:00,"CIR 08,00-14,00 6,0 8:00 14:00 PAG 07,00-14,00 7,0 7:00 13:00 PAG 07,30-12,30 PAC 09,00-15,00 6,0 9:00 15:00 TAM 09,00-15,00 6,0 9:00 15:00 CIR 08,00-14,00 6,0 8:00 14:00 VIS 09,00-15,00 6,0 9:00 15:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,NORMALE,6,14:00,20:00,"121 PAC 14,00-20,00 6,0 14:00 20:00 CIR 14,00-20,00 6,0 14:00 20:00 CIR 12,30-20,30 8,0 12:30 20:30 TAM 15,00-21,00 6,0 15:00 21:00 PAG 15,00-21,00 6,0 15:00 21:00 VIS 14,00-20,00 6,0 14:00 20:00 PAG 15,00-21,00 6,0 15:00 21:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 24_09.06-15.06.25 -PISA.pdf,24.0,,lunedì 9 giugno 2025,VIS,RIPO,,01:00,09:00,PAG RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 PAG RDOM 1:00 9:00 PAC RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 25_16.06-22.06.25 -PISA.pdf,25.0,,lunedì 16 giugno 2025,VIS,NORMALE,8,04:30,12:30,"PAG 04,30-12,30 8,0 4:30 10:30 PAG 07,00-13,00 6,0 7:00 13:00 CIR 05,00-11,00 6,0 5:00 11:00 VIS 06,00-12,00 6,0 6:00 12:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 25_16.06-22.06.25 -PISA.pdf,25.0,,lunedì 16 giugno 2025,VIS,NORMALE,8,09:00,17:00,"115 VIS 09,00-17,00 8,0 9:00 17:00 CIR 09,00-17,00 8,0 9:00 17:00 PAC 09,00-17,00 8,0 9:00 17:00 TAM 12,30-19,00 6,5 12:30 19:00 VIS 13,00-19,00 6,0 13:00 19:00 VIS 11,00-17,00 6,0 11:00 17:00 TAM 12,00-18,00 6,0 12:00 18:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 25_16.06-22.06.25 -PISA.pdf,25.0,,lunedì 16 giugno 2025,VIS,NORMALE,6,14:00,20:00,"121 CIR 14,00-20,00 6,0 14:00 20:00 TAM 14,00-20,00 6,0 14:00 20:00 TAM 12,30-20,00 7,5 12:30 20:00 VIS 15,00-21,00 6,0 15:00 21:00 PAC 15,00-21,00 6,0 15:00 21:00 TAM 14,00-20,00 6,0 14:00 20:00 PAC 15,00-21,00 6,0 15:00 21:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 25_16.06-22.06.25 -PISA.pdf,25.0,,lunedì 16 giugno 2025,VIS,RIPO,,01:00,09:00,PAC RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 CIR RDOM 1:00 9:00 TAM RDOM 1:00 9:00 PAG RIPO 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 26 MOD1_23.06-29.06.25 -PISA.pdf,26.0,mod1,lunedì 23 giugno 2025,VIS,NORMALE,8,07:00,15:00,"CIR 07,00-15,00 8,0 7:00 15:00 PAG 05,00-13,00 8,0 7:00 15:00 VIS 07,00-15,00 8,0 7:00 15:00 PAC 07,00-15,00 8,0 7:00 15:00 CIR 04,30-12,30 8,0 4:30 12:30 VIS 05,00-13,00 8,0 5:00 13:00 VIS 05,00-13,00 8,0 5:00 13:00",Periodo 2 (Mag-Ago),,,False,,False
ROTA 26 MOD1_23.06-29.06.25 -PISA.pdf,26.0,mod1,lunedì 23 giugno 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 PAC RIPO 1:00 9:00 TAM RIPO 1:00 9:00 VIS RIPO 1:00 9:00 MOR RIPO 1:00 9:00 MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 26 MOD1_23.06-29.06.25 -PISA.pdf,26.0,mod1,lunedì 23 giugno 2025,VIS,RIPO,,01:00,09:00,OFF TAM RIPO 1:00 9:00 CIR RIPO 1:00 9:00 VIS RDOM 1:00 9:00 PAC RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 2 (Mag-Ago),,,False,,False
ROTA 26 MOD1_23.06-29.06.25 -PISA.pdf,26.0,mod1,lunedì 23 giugno 2025,VIS,NORMALE,,,,VIS PM<3G,Periodo 2 (Mag-Ago),,,False,,False
ROTA 27_30.06-06.07.25 -PISA.pdf,27.0,,lunedì 30 giugno 2025,VIS,NORMALE,6,04:30,10:30,"VIS 04,30-10,30 6,0 4:30 #### PAC 04,30-10,30 6,0 4:30 #### PAG 04,30-10,30 6,0 4:30 10:30 CIR 04,30-11,00 6,5 4:30 11:00 CIR 04,30-11,00 6,5 4:30 #### PAG 05,00-13,00 8,0 5:00 #### PAG 04,30-10,30 6,0 4:30 ####",Periodo 2 (Mag-Ago),,,False,,False
ROTA 27_30.06-06.07.25 -PISA.pdf,27.0,,lunedì 30 giugno 2025,VIS,NORMALE,"6,5",10:00,16:30,"PAC 10,00-16,30 6,5 10:00 #### CIR 10,00-16,30 6,5 10:00 #### VIS 10,30-16,30 6,0 10:30 16:30 PAC 10,30-17,00 6,5 10:30 17:00 PAG 10,00-16,00 6,0 10:00 #### VIS 10,30-16,30 6,0 10:30 ####",Periodo 2 (Mag-Ago),,,False,,False
ROTA 27_30.06-06.07.25 -PISA.pdf,27.0,,lunedì 30 giugno 2025,VIS,NORMALE,"6,5",16:00,22:30,"CIR 16,00-22,30 6,5 16:00 #### VIS 16,30-22,30 6,0 16:30 #### PAC 16,00-22,30 6,5 16:30 22:30 PAG 16,30-22,30 6,0 16:30 22:30 PAC 15,30-22,00 6,5 15:00 #### VIS 13,00-21,00 8,0 13:00 #### CIR 16,30-22,30 6,0 16:30 ####",Periodo 2 (Mag-Ago),,,False,,False
